"TIME","GEO","SEX","WORKTIME","WSTATUS","NACE_R2","UNIT","Value","Flag and Footnotes"
"2017","Croatia","Females","Total","Employed persons","Education","Hour","38.0",""
"2017","Croatia","Females","Total","Employed persons","Human health and social work activities","Hour","41.2",""
"2017","Croatia","Females","Total","Employed persons","Arts, entertainment and recreation","Hour","38.7",""
"2017","Croatia","Females","Total","Employed persons","Other service activities","Hour","38.3",""
"2017","Croatia","Females","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","34.0","u"
"2017","Croatia","Females","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour",":","c"
"2017","Italy","Total","Total","Employed persons","Total - all NACE activities","Hour","37.2",""
"2017","Italy","Total","Total","Employed persons","Agriculture, forestry and fishing","Hour","42.6",""
"2017","Italy","Total","Total","Employed persons","Mining and quarrying","Hour","39.1",""
"2017","Italy","Total","Total","Employed persons","Manufacturing","Hour","39.9",""
"2017","Italy","Total","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","39.5",""
"2017","Italy","Total","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","37.7",""
"2017","Italy","Total","Total","Employed persons","Construction","Hour","40.1",""
"2017","Italy","Total","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","39.5",""
"2017","Italy","Total","Total","Employed persons","Transportation and storage","Hour","39.5",""
"2017","Italy","Total","Total","Employed persons","Accommodation and food service activities","Hour","37.6",""
"2017","Italy","Total","Total","Employed persons","Information and communication","Hour","39.1",""
"2017","Italy","Total","Total","Employed persons","Financial and insurance activities","Hour","38.3",""
"2017","Italy","Total","Total","Employed persons","Real estate activities","Hour","38.5",""
"2017","Italy","Total","Total","Employed persons","Professional, scientific and technical activities","Hour","38.3",""
"2017","Italy","Total","Total","Employed persons","Administrative and support service activities","Hour","31.8",""
"2017","Italy","Total","Total","Employed persons","Public administration and defence; compulsory social security","Hour","36.3",""
"2017","Italy","Total","Total","Employed persons","Education","Hour","27.7",""
"2017","Italy","Total","Total","Employed persons","Human health and social work activities","Hour","34.0",""
"2017","Italy","Total","Total","Employed persons","Arts, entertainment and recreation","Hour","33.4",""
"2017","Italy","Total","Total","Employed persons","Other service activities","Hour","35.9",""
"2017","Italy","Total","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","28.8",""
"2017","Italy","Total","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","38.7",""
"2017","Italy","Males","Total","Employed persons","Total - all NACE activities","Hour","40.2",""
"2017","Italy","Males","Total","Employed persons","Agriculture, forestry and fishing","Hour","44.8",""
"2017","Italy","Males","Total","Employed persons","Mining and quarrying","Hour","40.8",""
"2017","Italy","Males","Total","Employed persons","Manufacturing","Hour","41.0",""
"2017","Italy","Males","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","40.1",""
"2017","Italy","Males","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","38.1",""
"2017","Italy","Males","Total","Employed persons","Construction","Hour","40.7",""
"2017","Italy","Males","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","42.6",""
"2017","Italy","Males","Total","Employed persons","Transportation and storage","Hour","40.5",""
"2017","Italy","Males","Total","Employed persons","Accommodation and food service activities","Hour","42.1",""
"2017","Italy","Males","Total","Employed persons","Information and communication","Hour","40.7",""
"2017","Italy","Males","Total","Employed persons","Financial and insurance activities","Hour","40.3",""
"2017","Italy","Males","Total","Employed persons","Real estate activities","Hour","41.9",""
"2017","Italy","Males","Total","Employed persons","Professional, scientific and technical activities","Hour","41.1",""
"2017","Italy","Males","Total","Employed persons","Administrative and support service activities","Hour","36.3",""
"2017","Italy","Males","Total","Employed persons","Public administration and defence; compulsory social security","Hour","37.0",""
"2017","Italy","Males","Total","Employed persons","Education","Hour","30.0",""
"2017","Italy","Males","Total","Employed persons","Human health and social work activities","Hour","36.5",""
"2017","Italy","Males","Total","Employed persons","Arts, entertainment and recreation","Hour","35.5",""
"2017","Italy","Males","Total","Employed persons","Other service activities","Hour","39.2",""
"2017","Italy","Males","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","33.0",""
"2017","Italy","Males","Total","Employed persons","Activities of extraterritorial organisations and bodies","Hour","41.7",""
"2017","Italy","Females","Total","Employed persons","Total - all NACE activities","Hour","32.9",""
"2017","Italy","Females","Total","Employed persons","Agriculture, forestry and fishing","Hour","36.6",""
"2017","Italy","Females","Total","Employed persons","Mining and quarrying","Hour","32.4",""
"2017","Italy","Females","Total","Employed persons","Manufacturing","Hour","36.9",""
"2017","Italy","Females","Total","Employed persons","Electricity, gas, steam and air conditioning supply","Hour","37.3",""
"2017","Italy","Females","Total","Employed persons","Water supply; sewerage, waste management and remediation activities","Hour","35.5",""
"2017","Italy","Females","Total","Employed persons","Construction","Hour","31.7",""
"2017","Italy","Females","Total","Employed persons","Wholesale and retail trade; repair of motor vehicles and motorcycles","Hour","35.2",""
"2017","Italy","Females","Total","Employed persons","Transportation and storage","Hour","35.5",""
"2017","Italy","Females","Total","Employed persons","Accommodation and food service activities","Hour","33.3",""
"2017","Italy","Females","Total","Employed persons","Information and communication","Hour","35.5",""
"2017","Italy","Females","Total","Employed persons","Financial and insurance activities","Hour","35.8",""
"2017","Italy","Females","Total","Employed persons","Real estate activities","Hour","34.0",""
"2017","Italy","Females","Total","Employed persons","Professional, scientific and technical activities","Hour","35.1",""
"2017","Italy","Females","Total","Employed persons","Administrative and support service activities","Hour","27.7",""
"2017","Italy","Females","Total","Employed persons","Public administration and defence; compulsory social security","Hour","34.9",""
"2017","Italy","Females","Total","Employed persons","Education","Hour","26.9",""
"2017","Italy","Females","Total","Employed persons","Human health and social work activities","Hour","33.0",""
"2017","Italy","Females","Total","Employed persons","Arts, entertainment and recreation","Hour","30.5",""
"2017","Italy","Females","Total","Employed persons","Other service activities","Hour","33.9",""
"2017","Italy","Females","Total","Employed persons","Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use","Hour","28.2",""
